更新时间: 2026-09-07 04:13:55（北京时间）仅供娱乐，切勿商用。

更新时间,#genre#
CCTV9,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv9hd/51/index.m3u8?msisdn=2261cf16d133d8d0680560f7b2d25f71&mdspid=&spid=699004&netType=0&sid=5501083624&pid=2028597139&timestamp=20260907032043&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=673168140&ParentNodeID=-99&assertID=5501083624&client_ip=39.103.188.159&SecurityKey=20260907032043&promotionId=&mvid=5102910384&mcid=500020&playurlVersion=WX-A1-9.8.2-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=13ebd0ea756bfd4b170d13538fbb3e6a&ddCalcu=a163veea3bdbdab0fe8a3755361bdf0d741b&sv=10004&ct=android
CCTV9,https://itv.1920.qzz.io/api/ysp.php?id=cctv9
CCTV10,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv10hd/2000/index.m3u8?msisdn=bf56bd0bb29d7830220416749abbd715&mdspid=&spid=699004&netType=0&sid=5500212874&pid=2028597139&timestamp=20260907032045&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=624878405&ParentNodeID=-99&assertID=5500212874&client_ip=39.103.182.111&SecurityKey=20260907032045&promotionId=&mvid=5100001696&mcid=500020&playurlVersion=WX-A1-9.8.2-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=fe40cd371ea0cbb12ce11085f4725d22&ddCalcu=2f2evd4a50y2ca7d43f7518e0a101cebcb21&sv=10004&ct=android
CCTV10,https://itv.1920.qzz.io/api/ysp.php?id=cctv10
CCTV11,http://gslbmgsplive.miguvideo.com/migu/kailu/cctv11hd/51/20200103/index.m3u8?msisdn=bf5e9a365804f96d8a529d7f7adac36b&mdspid=&spid=699004&netType=0&sid=5500988610&pid=2028597139&timestamp=20260907032045&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=667987558&ParentNodeID=-99&assertID=5500988610&client_ip=39.103.188.159&SecurityKey=20260907032045&promotionId=&mvid=5102751362&mcid=500020&playurlVersion=WX-A1-9.8.2-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=a4066bdb4667c69f5c6661cd0c175b3f&ddCalcu=fa34vb0a56z76a1bcd0bd4c616676c66c95f&sv=10004&ct=android
CCTV11,https://itv.1920.qzz.io/api/ysp.php?id=cctv11
CCTV12,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv12hd/51/index.m3u8?msisdn=1a060ff8209c86a0ef77219d4e58504c&mdspid=&spid=699004&netType=0&sid=5501083627&pid=2028597139&timestamp=20260907032045&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=673168185&ParentNodeID=-99&assertID=5501083627&client_ip=39.103.188.159&SecurityKey=20260907032045&promotionId=&mvid=5102910389&mcid=500020&playurlVersion=WX-A1-9.8.2-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=8170196afbb277c973c4704ca85098c5&ddCalcu=58c1v87a90d01a5986aacf4b0b7247c73c79&sv=10004&ct=android
CCTV12,https://itv.1920.qzz.io/api/ysp.php?id=cctv12
CCTV13,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/cctv13/2000/index.m3u8?msisdn=b5c739813ba7da3a03e4b0dae8eaa27b&mdspid=&spid=699004&netType=0&sid=2202208864&pid=2028597139&timestamp=20260907032045&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=608807423&ParentNodeID=-99&assertID=2202208864&client_ip=39.103.188.159&SecurityKey=20260907032045&promotionId=&mvid=2202208864&mcid=500020&playurlVersion=WX-A1-9.8.2-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=a09b92c30c714ab20c8430bf09d067fa&ddCalcu=aaf0v79a6by09ad29c03f0bc0731448acb02&sv=10004&ct=android
CCTV13,https://itv.1920.qzz.io/api/ysp.php?id=cctv13
CCTV14,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv14hd/2000/index.m3u8?msisdn=6f69da771611dba06c2ee319b851bb00&mdspid=&spid=699004&netType=0&sid=5500212875&pid=2028597139&timestamp=20260907032045&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=624878440&ParentNodeID=-99&assertID=5500212875&client_ip=39.103.182.111&SecurityKey=20260907032045&promotionId=&mvid=5100001697&mcid=500020&playurlVersion=WX-A1-9.8.2-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=d4cd2ec65537bcb4fb861861b2eda771&ddCalcu=1d74v7caadyd2aee2cb6156583176b8cbbf4&sv=10004&ct=android
CCTV14,https://itv.1920.qzz.io/api/ysp.php?id=cctv14
CCTV15,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv15hd/51/index.m3u8?msisdn=f5d41efc68d54f9fcf549053e9f9b9aa&mdspid=&spid=699004&netType=0&sid=5501083628&pid=2028597139&timestamp=20260907032047&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=673168223&ParentNodeID=-99&assertID=5501083628&client_ip=39.103.188.159&SecurityKey=20260907032047&promotionId=&mvid=5102910391&mcid=500020&playurlVersion=WX-A1-9.8.2-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=f850aca2be2d71200955ea88317d411f&ddCalcu=ff18v15a40adaa7c1a328b8ea2ed57519200&sv=10004&ct=android
CCTV15,https://itv.1920.qzz.io/api/ysp.php?id=cctv15
CCTV16,https://itv.1920.qzz.io/api/ysp.php?id=cctv16
CCTV17,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv17hd/51/index.m3u8?msisdn=d4f691e8430e950bdc3a4bf4eaf50dc8&mdspid=&spid=699004&netType=0&sid=5501083631&pid=2028597139&timestamp=20260907032047&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=673168256&ParentNodeID=-99&assertID=5501083631&client_ip=39.103.188.159&SecurityKey=20260907032047&promotionId=&mvid=5102910396&mcid=500020&playurlVersion=WX-A1-9.8.2-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=1bf3821d85c3dba25fad608b7da3733f&ddCalcu=f13bv3fa73a38aa2d17db8850c63ddabfa52&sv=10004&ct=android
CCTV17,https://itv.1920.qzz.io/api/ysp.php?id=cctv17
兵器科技,https://itv.1920.qzz.io/api/ysp.php?id=cctvbqkj
风云音乐,https://itv.1920.qzz.io/api/ysp.php?id=cctvfyyy
风云足球,https://itv.1920.qzz.io/api/ysp.php?id=cctvfyzq
风云剧场,https://itv.1920.qzz.io/api/ysp.php?id=cctvfyjc
怀旧剧场,https://itv.1920.qzz.io/api/ysp.php?id=cctvhjjc
第一剧场,https://itv.1920.qzz.io/api/ysp.php?id=cctvdyjc
女性时尚,https://itv.1920.qzz.io/api/ysp.php?id=cctvnxss
世界地理,https://itv.1920.qzz.io/api/ysp.php?id=cctvsjdl
央视台球,https://itv.1920.qzz.io/api/ysp.php?id=cctvystq
央视文化精品,https://itv.1920.qzz.io/api/ysp.php?id=cctvyswhjp
电视指南,https://itv.1920.qzz.io/api/ysp.php?id=cctvdszn
老故事,http://gslbmgsplive.miguvideo.com/migu/kailu/cctvlaogushi/50/20231109/index.m3u8?msisdn=9ca7ace531f79b27db700275a372ac75&mdspid=&spid=699004&netType=0&sid=5910022002&pid=2028597139&timestamp=20260907032049&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=884121956&ParentNodeID=-99&assertID=5910022002&client_ip=39.103.182.111&SecurityKey=20260907032049&promotionId=&mvid=5900006372&mcid=500020&playurlVersion=WX-A1-9.8.2-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=0ce12d5a64b3276305d527b82b504600&ddCalcu=000cv6ea41l02a5db52a86b47b2352d75603&sv=10004&ct=android
中学生,http://gslbmgsplive.miguvideo.com/migu/kailu/20210415/cctvzhongxuesheng/51/index.m3u8?msisdn=abaede1af46ad2d9a1959ddd94c314f2&mdspid=&spid=699004&netType=0&sid=5910019355&pid=2028597139&timestamp=20260907032050&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=708869532&ParentNodeID=-99&assertID=5910019355&client_ip=39.103.188.159&SecurityKey=20260907032050&promotionId=&mvid=5900002149&mcid=500020&playurlVersion=WX-A1-9.8.2-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=2d0dfee881de581bfb89bce2c1f95702&ddCalcu=220dv70a5dz9fafe1ec828e1cdbe9588b1fb&sv=10004&ct=android
发现之旅,http://gslbmgsplive.miguvideo.com/wd_r3/cnr/faxianzhilv/2000/index.m3u8?msisdn=0faebe6c946bf016ed89c68a26b68f7d&mdspid=&spid=699004&netType=0&sid=5500212893&pid=2028597139&timestamp=20260907032050&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=624878970&ParentNodeID=-99&assertID=5500212893&client_ip=39.103.182.111&SecurityKey=20260907032050&promotionId=&mvid=5100001701&mcid=500020&playurlVersion=WX-A1-9.8.2-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=b5d0f0c749c7d157ca8899805c56c265&ddCalcu=5b65v2dac0l6fa50cc5704899c978d81a5c7&sv=10004&ct=android
卫视频道,#genre#
湖南卫视,https://itv.1920.qzz.io/api/ysp.php?id=hnws
浙江卫视,https://itv.1920.qzz.io/api/ysp.php?id=zjws
江苏卫视,https://itv.1920.qzz.io/api/ysp.php?id=jsws
东方卫视,http://gslbmgsplive.miguvideo.com/wd_r4/dfl/dongfangwshd/1200/index.m3u8?msisdn=e3b9b3946b1e4abee1b737e1f9865dd6&mdspid=&spid=600697&netType=0&sid=5910022185&pid=2028597139&timestamp=20260907032053&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=651632648&ParentNodeID=-99&assertID=5910022185&client_ip=39.103.182.111&SecurityKey=20260907032053&promotionId=&mvid=5100043384&mcid=500020&playurlVersion=WX-A1-9.8.2-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=022ff10be6b0eb3bb363955d4758bca3&ddCalcu=30a2vc2abfw8fa51704bde565b903e6b33bb&sv=10004&ct=android
东方卫视,https://itv.1920.qzz.io/api/ysp.php?id=dfws
深圳卫视,https://itv.1920.qzz.io/api/ysp.php?id=szws
北京卫视,http://gslbmgsplive.miguvideo.com/migu/kailu/bjws/51/20251127/index.m3u8?msisdn=15838e7fd9a6ecde5dd1076c25bd5a23&mdspid=&spid=600697&netType=0&sid=5910022306&pid=2028597139&timestamp=20260907032053&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=630287636&ParentNodeID=-99&assertID=5910022306&client_ip=39.103.182.111&SecurityKey=20260907032053&promotionId=&mvid=5101042960&mcid=500020&playurlVersion=WX-A1-9.8.2-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=80aa08527ddef12284ef77e3f570f64c&ddCalcu=c840v6aafaw00a7855f237ed7d7effe14282&sv=10004&ct=android
北京卫视,https://itv.1920.qzz.io/api/ysp.php?id=bjws
广东卫视,http://gslbmgsplive.miguvideo.com/ws_w/2018/gdws/gdws711/1000/index.m3u8?msisdn=88f37bda9eee95f053570cbe32a23218&mdspid=&spid=699054&netType=0&sid=2202428795&pid=2028597139&timestamp=20260907032053&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=608831231&ParentNodeID=-99&assertID=2202428795&client_ip=39.103.188.159&SecurityKey=20260907032053&promotionId=&mvid=2202428795&mcid=500020&playurlVersion=WX-A1-9.8.2-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=c4f89ffbe2b67f4f28e4728833ff8ebd&ddCalcu=dcb4vefa88af9aff3f3b8e822b7647ef842f&sv=10004&ct=android
广东卫视,https://itv.1920.qzz.io/api/ysp.php?id=gdws
广西卫视,https://itv.1920.qzz.io/api/ysp.php?id=gxws
东南卫视,http://gslbmgsplive.miguvideo.com/migu/kailu/dongnanws/51/20230724/index.m3u8?msisdn=1950123bc0a4ef14e1077a5c57327f84&mdspid=&spid=600717&netType=0&sid=5910022182&pid=2028597139&timestamp=20260907032056&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=849116810&ParentNodeID=-99&assertID=5910022182&client_ip=39.103.182.111&SecurityKey=20260907032056&promotionId=&mvid=5900006229&mcid=500020&playurlVersion=WX-A1-9.8.2-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=9411398429756a0749f6991f01e6e3e0&ddCalcu=09e4v31ae1k63ae91804f219979566fa9047&sv=10004&ct=android
海南卫视,http://gslbmgsplive.miguvideo.com/envivo_x/SD/lvyou/711/index.m3u8?msisdn=0968e283d97fb90b1eb45ab9969efaa1&mdspid=&spid=600633&netType=0&sid=5910022165&pid=2028597139&timestamp=20260907032056&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=947472502&ParentNodeID=-99&assertID=5910022165&client_ip=39.103.188.159&SecurityKey=20260907032056&promotionId=&mvid=5900004359&mcid=500020&playurlVersion=WX-A1-9.8.2-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=a17db26443b41186f235d77a93ac8e3b&ddCalcu=ba31ve7a8dzcbaa23694a4737bd4513128f6&sv=10004&ct=android
海南卫视,https://itv.1920.qzz.io/api/ysp.php?id=hnws2
河北卫视,http://gslbmgsplive.miguvideo.com/migu/kailu/hbws/51/20251225/index.m3u8?msisdn=94abbe33ce880e52e169f574f210f68c&mdspid=&spid=600725&netType=0&sid=5910022316&pid=2028597139&timestamp=20260907032054&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=962042070&ParentNodeID=-99&assertID=5910022316&client_ip=39.103.182.111&SecurityKey=20260907032054&promotionId=&mvid=5900006782&mcid=500020&playurlVersion=WX-A1-9.8.2-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=88b59e7e4f5068b8e94323c8b706711b&ddCalcu=b818v1ba75c69a0e77be84cf352036489be8&sv=10004&ct=android
河北卫视,https://itv.1920.qzz.io/api/ysp.php?id=hbws2
河南卫视,http://gslbmgsplive.miguvideo.com/wd-henanwssd-600/index.m3u8?msisdn=70849b8511a2ca71ac7c4146a526f19f&mdspid=&spid=600633&netType=0&sid=5910021585&pid=2028597139&timestamp=20260907032055&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=790187291&ParentNodeID=-99&assertID=5910021585&client_ip=39.103.182.111&SecurityKey=20260907032055&promotionId=&mvid=5900005706&mcid=500020&playurlVersion=WX-A1-9.8.2-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=d2e894c014921dc5f9edd820d9712f6a&ddCalcu=ad62vfea28a19a749cd0012489d2d1ed9cf5&sv=10004&ct=android
河南卫视,https://itv.1920.qzz.io/api/ysp.php?id=henanws
湖北卫视,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/hubeiwshd/2000/index.m3u8?msisdn=81d8c64f6682678b156c82988aa94b39&mdspid=&spid=600633&netType=0&sid=5910022163&pid=2028597139&timestamp=20260907032056&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=947472496&ParentNodeID=-99&assertID=5910022163&client_ip=39.103.182.111&SecurityKey=20260907032056&promotionId=&mvid=5900004355&mcid=500020&playurlVersion=WX-A1-9.8.2-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=3d8e6a5ddf0de64ec307f04d15265ccc&ddCalcu=c3cdvc8a5ey66a2a551ddd4f00fd7e0634ce&sv=10004&ct=android
湖北卫视,https://itv.1920.qzz.io/api/ysp.php?id=hbws
江西卫视,http://gslbmgsplive.miguvideo.com/migu/kailu/jxwshd/51/20190820/index.m3u8?msisdn=974887bbdbb205d8d70eb46526ab2016&mdspid=&spid=600633&netType=0&sid=5910021492&pid=2028597139&timestamp=20260907032055&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=783847495&ParentNodeID=-99&assertID=5910021492&client_ip=39.103.188.159&SecurityKey=20260907032055&promotionId=&mvid=5900004351&mcid=500020&playurlVersion=WX-A1-9.8.2-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=58dbdff996228d6397f0b1f6a8939fe7&ddCalcu=75e8vfda9by3da9f8fa969f612b208fd7693&sv=10004&ct=android
江西卫视,https://itv.1920.qzz.io/api/ysp.php?id=jxws
四川卫视,https://itv.1920.qzz.io/api/ysp.php?id=scws
重庆卫视,https://itv.1920.qzz.io/api/ysp.php?id=cqws
贵州卫视,https://itv.1920.qzz.io/api/ysp.php?id=gzhws
云南卫视,https://itv.1920.qzz.io/api/ysp.php?id=ynws
天津卫视,https://itv.1920.qzz.io/api/ysp.php?id=tjws
安徽卫视,https://itv.1920.qzz.io/api/ysp.php?id=ahws
山东卫视,https://itv.1920.qzz.io/api/ysp.php?id=sdws
辽宁卫视,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/liaoningwshd/2000/index.m3u8?msisdn=1da27787665a8412bc6cd04ea4d33bf9&mdspid=&spid=600572&netType=0&sid=5910022198&pid=2028597139&timestamp=20260907032053&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=630291707&ParentNodeID=-99&assertID=5910022198&client_ip=39.103.188.159&SecurityKey=20260907032053&promotionId=&mvid=5101043014&mcid=500020&playurlVersion=WX-A1-9.8.2-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=c5e7e948279c3ba7977b76560c3d3588&ddCalcu=8c85v5ea37xdea39c4086257697cb37b7a97&sv=10004&ct=android
辽宁卫视,https://itv.1920.qzz.io/api/ysp.php?id=lnws
